hip_vert_vel_mean,hip_vert_vel_max,torso_vert_vel_mean,velocity_magnitude,velocity_max,aspect_ratio_mean,aspect_ratio_min,aspect_ratio_max,torso_orientation_mean,torso_orientation_max,keypoint_dispersion_mean,keypoint_dispersion_std,motion_energy,window_size,subject_id,clip_id,window_start,window_end,window_start_time,window_end_time,stillness_post,label
0.035490157275364316,0.7837779819965351,0.035490157275364316,0.2827063048708028,0.8420833200216293,8.55385270920874,3.4612332811928717,12.344459529747118,6.815172523430663,14.88686089798862,0.16488964398308184,0.03500733462984094,3.6908174191770384,30,adl-01-cam0,adl-01-cam0,0,30,0.0,2.0,0.0,0
0.08963660433374604,0.5539402365684504,0.08963660433374604,0.1901332931271916,0.5539402365684504,8.975894761654846,2.5043595354631623,20.85569771035765,6.529746202874458,25.69909979628552,0.14969672775998405,0.034196122063250886,1.8322007036114942,30,adl-02-cam0,adl-02-cam0,0,30,0.0,2.0,0.0,0
0.046121958514739755,1.6080819070339198,0.046121958514739755,0.39571366947272735,1.6080819070339198,8.061935176314385,2.0321515029128423,15.356096246061236,5.199834973583319,25.760618382771984,0.1439138092284723,0.043217186463720345,9.407869728345752,30,adl-03-cam0,adl-03-cam0,0,30,0.0,2.0,0.0,0
-0.02789355043707225,0.6006060540676117,-0.02789355043707225,0.16649400879596848,0.7983040809631348,6.537688884391168,4.134772929469335,9.821110714030448,24.480185341154122,88.95911409630644,0.1384691874979821,0.03498807284013075,1.8433696248957998,30,adl-04-cam0,adl-04-cam0,0,30,0.0,2.0,0.0,0
-0.005545474845787567,0.9683768451213814,-0.005545474845787567,0.2881981149829668,0.9683768451213814,4.9642925706203345,2.379116489407735,8.073790253301334,35.48737346220418,89.56317327227333,0.11371137070212124,0.03119294085414613,5.313742660096535,30,adl-04-cam0,adl-04-cam0,15,45,1.0,3.0,0.0,0
-0.00867441810410599,1.4019594341516484,-0.00867441810410599,0.2885731695027185,1.4019594341516484,9.871786929316498,5.768747472381957,22.732480504307155,2.741431353791526,10.18543079487313,0.17245406037787073,0.03841363554547383,5.905553138918313,30,adl-05-cam0,adl-05-cam0,0,30,0.0,2.0,0.0,0
0.03287450249852806,1.4019594341516484,0.03287450249852806,0.40761823027298355,1.4019594341516484,8.185127109346185,3.655946196934242,18.262136222642916,8.353039566249361,22.60614990353888,0.13429005522515589,0.05095967101387052,9.009329212573068,30,adl-05-cam0,adl-05-cam0,15,45,1.0,3.0,0.0,0
-0.11183779301314521,0.9625129401683807,-0.11183779301314521,0.3829217676458686,2.210355848073959,10.184711276537287,3.655946196934242,18.262136222642916,8.853893704282301,22.60614990353888,0.15523188376486488,0.057804578367725346,10.403980380926278,30,adl-05-cam0,adl-05-cam0,30,60,2.0,4.0,0.0,0
-0.15733914385581838,0.5921009927988052,-0.15733914385581838,0.27694444974948634,1.5430153161287319,7.82837262591787,1.8408791348987426,15.731181522930484,9.428027575583851,65.2248769725882,0.17917746735364018,0.05509482875780038,8.21431191140832,30,adl-06-cam0,adl-06-cam0,0,30,0.0,2.0,0.0,0
0.049325546313976475,1.1302403360605235,0.049325546313976475,0.2715693054528073,1.1302403360605235,8.40302075990761,4.0298338067112045,15.731181522930484,3.235141351554144,13.825913162345913,0.17771295637122586,0.04964708840264574,5.363853257417773,30,adl-06-cam0,adl-06-cam0,15,45,1.0,3.0,0.0,0
